horse_id,horse_name,n_races_tracked_2019,n_races_2019,n_races_2020,n_races_2021,n_races_diff_2019,avg_race_dist_meters,avg_finishing_place,avg_ranking,avg_acceleration,avg_speed,avg_weight_carried,n_dnf,date_dnf_1,date_dnf_2,avg_total_race_strain,min_days_between_races,first_quartile_days_between_races,median_days_between_races,third_quartile_days_between_races,max_days_between_races,injury_track,injury_location,injury_surface_location,injury_details_reported,days_off_pre_injury,days_injury_to_race,injury_date,last_race_pre_injury,fatal,race_length_injury_meters,n_injury_type,injury_track_location_clean,if_injury_reported,dnf_from_injury,under_raced_2019,under_raced_2020,under_raced_2021,ever_under_raced
3556,Royal Charlotte,3,NA,NA,NA,NA,1307.592,2.6666666666666665,4,1.8999855602802977,8.659530448108892,120,0,NA,NA,-631.5287365945908,28,28.25,28.5,28.75,29,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
3557,Peruvian Appeal,1,NA,NA,NA,NA,1307.592,3,5,2.0102637484570365,8.39461926776099,118,0,NA,NA,-2383.633431476647,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
3558,Brill,1,NA,NA,NA,NA,1307.592,4,1,1.566007167727868,8.066686309882915,116,0,NA,NA,-1816.8861088500992,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
3559,Report to the Rail,2,NA,NA,NA,NA,1659.636,7,4.5,1.8772682343517582,2.583414222766903,124.5,0,NA,NA,-2012.8330833290952,28,28,28,28,28,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
3560,Royalbonnielegacy,1,NA,NA,NA,NA,1609.344,11,10,1.695765835157826,2.0931939595089144,125,0,NA,NA,-1876.124185664948,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
3561,Millies Party Boy,3,NA,NA,NA,NA,1776.9840000000002,5.666666666666667,3.3333333333333335,1.8607517912647036,3.704109512144865,124.33333333333333,0,NA,NA,-1531.319004041582,22,28.5,35,41.5,48,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
3562,Herecomesthejudge,2,NA,NA,NA,NA,1810.5120000000002,9.5,7.5,1.8480303852818538,2.5998851522436475,118,0,NA,NA,-1734.1069658828314,48,48,48,48,48,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
3563,Kreah's Ribbon,1,NA,NA,NA,NA,1207.008,6,NA,NA,NA,124,1,2019-07-06,NA,16.3344694546336,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
3564,Time for Trouble,1,NA,NA,NA,NA,1207.008,2,7,1.64026341386471,9.17949029158917,118,0,NA,NA,-1930.7468295200424,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
3565,Silver Prospector,2,NA,NA,NA,NA,1458.468,3.5,3,2.1416302096797155,5.613665046193749,118.5,0,NA,NA,-1305.7499602445455,28,28,28,28,28,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
3566,Invader,1,NA,NA,NA,NA,1207.008,6,9,2.02517675529531,8.452763381728285,118,0,NA,NA,-482.47863150158287,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
3567,Percentage,1,NA,NA,NA,NA,1207.008,7,4,1.8048848930675845,8.709418968548366,118,0,NA,NA,-1987.0168123088772,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
3568,City Guy,2,NA,NA,NA,NA,1458.468,8.5,6,1.8424591499163034,4.076886190996589,118.5,0,NA,NA,-1072.191019507186,35,35,35,35,35,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
3569,Code of Honor,3,3,4,2,0,1877.568,1,5,1.878851530107617,6.080712550947857,123.66666666666667,0,NA,NA,-1315.657248540756,35,38.5,42,45.5,49,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
3570,Mihos,3,3,5,7,0,1709.928,5,5,1.9458514191618357,4.279198891482829,119.66666666666667,0,NA,NA,-345.67285640730444,21,31.75,42.5,53.25,64,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
3571,Whiskey Echo,1,NA,NA,NA,NA,1609.344,6,2,1.9432627470646875,5.946574439599331,117,0,NA,NA,-706.1916729499875,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
3572,Concrete Rose,2,NA,NA,NA,NA,1961.388,1,1.5,2.8342053551649546,5.964260868630211,121,0,NA,NA,-629.3738402126565,27,27,27,27,27,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
3573,Just Wonderful,1,NA,NA,NA,NA,2011.68,2,9,2.944693556277122,4.255724050403535,121,0,NA,NA,-470.77859804845815,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
3574,Jodie (JPN),1,NA,NA,NA,NA,2011.68,4,7,2.279925224091599,7.065610060285138,121,0,NA,NA,-1414.1053353853674,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
3575,Coral Beach (IRE),2,NA,NA,NA,NA,1961.388,5.5,6,2.3747239384531436,6.3467597582155655,121,0,NA,NA,-473.3444597692344,27,27,27,27,27,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
3576,Olendon (FR),3,NA,NA,NA,NA,1911.096,5.666666666666667,4.666666666666667,2.0912871419923507,6.7847185985115015,120,0,NA,NA,-491.04406526723807,27,38,49,60,71,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
3577,Warrior's Club,1,NA,NA,NA,NA,1408.176,2,6,1.96523156265275,3.748958425879421,120,0,NA,NA,-2373.563825124195,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
3578,New York Central,1,NA,NA,NA,NA,1408.176,7,1,2.1527327917948575,3.498366077237212,120,0,NA,NA,-1456.8460474302935,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
3579,Rockemperor (IRE),2,2,2,6,0,1961.388,4.5,6,1.963668546215039,6.741502881952151,122,0,NA,NA,-2402.485414707222,29,29,29,29,29,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
3580,Digital Age (IRE),4,NA,NA,NA,NA,2036.826,4.75,3.75,1.7690391108348198,5.425177580233813,122,0,NA,NA,-1474.2705533387643,28,28.5,29,31.5,34,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
3581,Plus Que Parfait,1,NA,NA,NA,NA,2011.68,6,11,1.960342963290504,7.430253158023459,122,0,NA,NA,-1972.2246397200715,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
3582,Cape of Good Hope (IRE),2,NA,NA,NA,NA,1961.388,5.5,4.5,2.287209544606488,6.445710515038836,122,0,NA,NA,-1980.289467211575,29,29,29,29,29,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
3583,Moon Colony,2,NA,NA,NA,NA,1810.5120000000002,8.5,3,2.278698272351912,4.744858249442337,123,0,NA,NA,-1681.2726478018749,27,27,27,27,27,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
3584,English Bee,2,NA,NA,NA,NA,1810.5120000000002,7,6,1.8753210348110376,5.416954912184616,122,0,NA,NA,-1553.3144589298893,27,27,27,27,27,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
3585,Blenheim Palace (IRE),1,NA,NA,NA,NA,2011.68,12,10,2.4271412215535237,6.74615671371221,122,0,NA,NA,-5588.886947704327,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
3586,Catholic Boy,2,NA,NA,NA,NA,1911.096,3,1.5,1.7936827914279072,6.9836775522656085,123.5,0,NA,NA,-1419.2829037925885,100,100,100,100,100,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
3587,Cordmaker,1,NA,NA,NA,NA,2011.68,5,9,1.9531501231803472,7.196590666657974,117,0,NA,NA,-1729.429178229949,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
3588,Carlino,4,NA,NA,NA,NA,2162.556,5.25,6.5,1.9170605844184365,4.5583720322339785,117.75,0,NA,NA,-1573.814520138327,27,31.5,36,36,36,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
3589,Lone Sailor,2,NA,NA,NA,NA,1911.096,5.5,5,1.9381428606116264,6.519157740899672,120.5,0,NA,NA,-1256.8211644281903,34,34,34,34,34,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
3590,Wooderson,3,NA,NA,NA,NA,1877.568,6,7.333333333333333,1.8799992141903936,4.991486782333608,118.33333333333333,0,NA,NA,-1654.455381548982,27,27.5,28,28.5,29,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
3591,Mead Hall,1,NA,NA,NA,NA,2011.68,11,10,1.8468867491662757,6.174877943191107,117,0,NA,NA,-3778.3000444503705,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
3592,Ledecka,2,NA,NA,NA,NA,1709.9279999999999,5.5,1.5,2.0692592940142136,6.41319523904589,118,0,NA,NA,-687.2536384692306,98,98,98,98,98,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
3593,Downstream,2,NA,NA,NA,NA,1659.636,5,4.5,2.155762157227473,4.313235841165636,118,0,NA,NA,-991.3750704325714,25,25,25,25,25,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
3594,Skyhawk,1,NA,NA,NA,NA,1609.344,8,5,2.3711852775942406,6.325495001156726,125,0,NA,NA,-894.5825294646218,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
3595,Windward Sands,1,NA,NA,NA,NA,1609.344,10,9,2.4731670624509965,5.068332742802544,118,0,NA,NA,-1319.3490539921477,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
3596,Aveenu Malcainu,3,NA,NA,NA,NA,1374.648,5,4,2.2884991213741968,7.585044370820918,123.66666666666667,0,NA,NA,-781.2982179717854,20,22,24,26,28,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
3597,Robey's Boy,2,NA,NA,NA,NA,1257.3,6.5,4.5,1.8640712687780776,7.481854492549306,121.5,0,NA,NA,-891.0815527969964,19,19,19,19,19,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
3598,Backyard Heaven,2,NA,NA,NA,NA,1760.22,3.5,1,1.7988534027148515,7.070102219338727,124,0,NA,NA,-1294.248119144539,26,26,26,26,26,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
3599,La Chancla,2,NA,NA,NA,NA,1257.3000000000002,1,6,1.903113402801074,6.690181850617103,119,0,NA,NA,-2064.8633492483573,34,34,34,34,34,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
3600,Bossy Bride,3,NA,NA,NA,NA,1408.1760000000002,6.333333333333333,4.333333333333333,2.064583613147753,5.035159761637337,118.33333333333333,0,NA,NA,-987.273474744216,20,22,24,26,28,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
3601,Mimi and Charley,3,NA,NA,NA,NA,1274.064,5.666666666666667,3.3333333333333335,1.9081196026327656,6.785347114912905,120,0,NA,NA,-1072.8164840915988,19,33.5,48,62.5,77,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
3602,Masterkey,3,NA,NA,NA,NA,1709.928,8,3.666666666666667,2.4143175560092476,3.2633124716661865,123.33333333333333,1,2019-07-21,NA,-3830.075022959946,23,23.25,23.5,23.75,24,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
3603,Good Credence,3,3,7,3,0,1307.592,2,3.6666666666666665,1.9913262879818072,7.133474205837658,119.33333333333333,0,NA,NA,-1740.4158511400765,35,37,39,41,43,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
3604,Never Heard of Her,2,NA,NA,NA,NA,1156.716,2.5,1.5,2.134557580166385,7.475056400616282,119,0,NA,NA,-2116.347281344881,16,16,16,16,16,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
3605,Mosienko,2,5,7,8,3,1207.008,2,4,2.1001548279473194,6.553444154180905,119,0,NA,NA,-1652.9277235472262,27,27,27,27,27,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
3606,Tales I Winit,1,NA,NA,NA,NA,1207.008,5,9,1.8460424032050968,6.813249931347194,119,0,NA,NA,-1239.9371741087791,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
3607,Nettleton,1,NA,NA,NA,NA,1207.008,1,7,1.7169675900258654,10.287121268005166,119,0,NA,NA,-1540.5845368409964,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
3608,Verrazano First,1,NA,NA,NA,NA,1207.008,4,2,1.777108826524787,10.970059463141649,119,0,NA,NA,-526.669166446781,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
3609,Imperial Moment,2,NA,NA,NA,NA,1207.008,5.5,4,1.9206705627405742,8.745537921513062,119,0,NA,NA,-958.861720438035,44,44,44,44,44,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
3610,Goose,1,NA,NA,NA,NA,1207.008,8,8,1.6381638000197143,9.400068505119656,119,0,NA,NA,-1738.9866194494873,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
3611,Turf War,3,NA,NA,NA,NA,1139.952,2.6666666666666665,4.5,2.147628299652625,3.3595089361426895,119.33333333333333,0,NA,NA,-951.0708081030248,27,27.25,27.5,27.75,28,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
3612,Peaceful,3,NA,NA,NA,NA,1173.48,3,5.5,2.138575577843874,4.140464559048349,119,0,NA,NA,-442.1626766773804,36,40.75,45.5,50.25,55,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
3613,Saint Moon,2,NA,NA,NA,NA,1156.716,3,4.5,2.650485817006689,2.7171029933969137,119,0,NA,NA,-1290.3541156830463,27,27,27,27,27,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
3614,Dancing Vega (IRE),2,NA,NA,NA,NA,1408.176,8,6,1.909330869509234,2.810575621952367,119,0,NA,NA,-715.3888128699579,28,28,28,28,28,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
3615,Comedy (IRE),1,NA,NA,NA,NA,1207.008,8,7,2.1207971449952523,4.499036843725692,122,0,NA,NA,-1539.1362322829366,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
3616,Ice Princess,2,2,4,10,0,1659.636,2.5,1,2.176491391512446,5.532550001260724,119.5,0,NA,NA,-2616.3407015023745,30,30,30,30,30,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
3617,Beans N Rice,3,NA,NA,NA,NA,1173.48,8.333333333333334,4,2.2684248540063128,5.59343118414679,118.33333333333333,0,NA,NA,-1751.0651320846907,22,26.25,30.5,34.75,39,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
3618,Storm Advisory,2,NA,NA,NA,NA,1207.008,4.5,6,1.974515883276716,6.862003975737998,123.5,0,NA,NA,-2277.776209607037,52,52,52,52,52,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
3619,La Hara (IRE),2,2,3,3,0,1659.636,1,7,2.5926558718998693,4.409543854628955,120,0,NA,NA,-985.052321374088,35,35,35,35,35,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
3620,Unprecedented,3,NA,NA,NA,NA,1341.1200000000001,4.333333333333333,1,1.7242509863910296,7.1946702236748825,119,0,NA,NA,-624.9686959848613,21,24.5,28,31.5,35,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
3621,Sagamore Mischief,1,NA,NA,NA,NA,1307.592,4,4,2.0117240331129422,8.995677217837306,119,0,NA,NA,-1249.3925064049397,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
3622,Democratic Values,1,1,2,8,0,1307.592,5,6,2.226887034222949,5.460061173127771,119,0,NA,NA,-349.46934964904534,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
3623,Prince of Caps,2,2,5,4,0,1257.3000000000002,5.5,4.5,2.16661489540189,6.5030266576271565,119,0,NA,NA,-1071.1244878458,28,28,28,28,28,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
3624,Odramark,1,NA,NA,NA,NA,1207.008,2,4,2.420267642873059,4.292578345805807,123,0,NA,NA,-164.89265467423314,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
3625,Proportionality,3,NA,NA,NA,NA,1207.008,5,1.3333333333333333,2.033822745608909,4.389391292685876,121.33333333333333,0,NA,NA,-619.1254617827454,24,30,36,42,48,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
3626,Edisa,1,NA,NA,NA,NA,2212.848,1,7,1.713598591793047,7.073254886560775,121,0,NA,NA,-1026.383330023553,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
3627,Wonderment (IRE),1,NA,NA,NA,NA,2212.848,2,8,2.09024978587444,6.617190204298261,121,0,NA,NA,-974.5148383347124,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
3628,Love So Deep (JPN),1,NA,NA,NA,NA,2212.848,5,6,1.9744827322422709,7.814046311325514,121,0,NA,NA,-1019.9607045520617,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
3629,Lady Prancealot (IRE),1,NA,NA,NA,NA,2212.848,6,5,1.6861850114910095,7.52563898995824,121,0,NA,NA,-896.5443538833415,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
3630,Art of Almost,1,NA,NA,NA,NA,2212.848,7,2,2.1270375308897265,7.332815010459538,121,0,NA,NA,-818.1082656248387,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
3631,Desert Ride,1,NA,NA,NA,NA,2212.848,8,4,2.0207394831983096,7.5983584446754335,121,0,NA,NA,-2138.4976815634955,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
3632,Spanish Mission,1,NA,NA,NA,NA,2414.016,1,7,1.3913757985039727,2.8979089078531604,122,0,NA,NA,-432.6265471285392,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
3633,Pedro Cara (FR),1,NA,NA,NA,NA,2414.016,2,9,2.2364462701912053,3.4346790642739,122,0,NA,NA,-1056.7121577729815,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
3634,San Huberto (IRE),1,NA,NA,NA,NA,2414.016,3,8,2.3712995248678483,4.3442580495715655,122,0,NA,NA,-515.5274915525322,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
3635,A Thread of Blue,3,NA,NA,NA,NA,2045.208,2.3333333333333335,3,2.0641272622612936,5.822290990856899,121.33333333333333,0,NA,NA,-838.7304689322998,28,29.5,31,32.5,34,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
3636,Current,1,2,2,2,1,2414.016,6,1,1.7022501788954023,5.117396096971803,122,0,NA,NA,-529.1571689251685,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
3637,Tone Broke,1,NA,NA,NA,NA,2414.016,9,6,1.759462245321996,5.798885422340802,122,0,NA,NA,-657.2668677562305,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
3638,Fusilli,1,NA,NA,NA,NA,1207.008,6,6,2.003272933308666,2.5712732938089027,121,0,NA,NA,-533.9283368566076,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
3639,Mo Fun,3,NA,NA,NA,NA,1307.592,5,5,2.182683949621019,4.840919670222138,120,0,NA,NA,-1887.0902254984248,20,25.75,31.5,37.25,43,Belmont,Training,Unknown,Unknown,16,NA,2019-10-14,2019-09-28,Yes,NA,1,Unknown,TRUE,NA,FALSE,FALSE,FALSE,FALSE
3640,Brilliant Brooks,2,2,1,6,0,1458.468,3.5,6,2.010933037959617,5.5822963022129635,119,0,NA,NA,-2092.963053522587,31,31,31,31,31,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
3641,Very Replaceable,2,NA,NA,NA,NA,1357.884,6.5,10,2.322100591108252,4.858866802982579,116,0,NA,NA,-1655.3943612808298,30,30,30,30,30,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
3642,Drop of Bourbon,1,NA,NA,NA,NA,1609.344,7,NA,1.8137289709998157,1.6255033169505977,119,0,NA,NA,-1260.9672349326963,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
3643,Lucky Dime,3,NA,NA,NA,NA,1542.288,3.3333333333333335,3.5,2.2461807185343954,4.97738551755696,119,0,NA,NA,-1865.159736782342,27,29,31,33,35,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
