horse_id,horse_name,n_races_tracked_2019,n_races_2019,n_races_2020,n_races_2021,n_races_diff_2019,avg_race_dist_meters,avg_finishing_place,avg_ranking,avg_acceleration,avg_speed,avg_weight_carried,n_dnf,date_dnf_1,date_dnf_2,avg_total_race_strain,min_days_between_races,first_quartile_days_between_races,median_days_between_races,third_quartile_days_between_races,max_days_between_races,injury_track,injury_location,injury_surface_location,injury_details_reported,days_off_pre_injury,days_injury_to_race,injury_date,last_race_pre_injury,fatal,race_length_injury_meters,n_injury_type,injury_track_location_clean,if_injury_reported,dnf_from_injury
3779,Positive Impact,1,NA,NA,NA,NA,1207.008,6,4,1.6278877450415197,3.997108766546158,119,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3780,Stop Asking,2,NA,NA,NA,NA,1207.008,6.5,3.5,2.075905757851578,5.023670909438959,120,0,NA,NA,NA,20,20,20,20,20,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3781,Perfect View,1,NA,NA,NA,NA,1709.928,6,4,1.7495694265114765,8.396054068120668,120,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3782,Sweet Timing,1,NA,NA,NA,NA,1709.928,8,8,0.7377330025490891,9.17963195594176,120,0,NA,NA,NA,NA,NA,NA,NA,NA,Belmont,Other,Barn Area,Fever/Pleuropneumonia from stall rest,NA,NA,2019-11-29,NA,Yes,NA,1,Starting Gate,TRUE,NA
3783,Valedictorian,1,NA,NA,NA,NA,1609.344,3,NA,1.9598814025257585,6.079140650235686,126,0,NA,NA,-0.7711525388358368,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3784,Plainsman,3,NA,NA,NA,NA,1575.816,3.3333333333333335,5,1.9149940735979643,4.450215523662518,120.33333333333333,0,NA,NA,-5.219653185034787,34,34.75,35.5,36.25,37,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3785,Louisiana Lady,2,NA,NA,NA,NA,1609.344,5.5,8,1.6908819891368652,9.19705365471821,122.5,0,NA,NA,17.334128669219616,22,22,22,22,22,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3786,Pioneerof New York,1,NA,NA,NA,NA,1609.344,9,7,1.9441320768533827,8.101048488385382,118,0,NA,NA,38.36100791113422,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3787,Curlin Beauty,1,NA,NA,NA,NA,1207.008,6,8,2.0110103329310753,7.928866513148047,121,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3788,Minit to Stardom,2,NA,NA,NA,NA,1257.3000000000002,1.5,3,2.248315165566761,5.336587300894451,118.5,0,NA,NA,NA,60,60,60,60,60,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3789,Hidden Facts,2,NA,NA,NA,NA,1458.468,4.5,5,2.226629537897206,5.133743033105882,119.5,0,NA,NA,NA,29,29,29,29,29,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3790,Erin More,3,NA,NA,NA,NA,1240.536,4.666666666666667,3,2.337493341491531,6.701393686008541,120.33333333333333,0,NA,NA,NA,21,27,33,39,45,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3791,First in Command,2,NA,NA,NA,NA,1207.008,5.5,5.5,2.0099776228061,6.227703313855231,121,0,NA,NA,NA,21,21,21,21,21,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3792,Victorine (FR),3,NA,NA,NA,NA,1676.4,4,2,2.794719335533793,3.7166122932112473,121.33333333333333,0,NA,NA,10.249495757201563,28,32,36,40,44,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3793,Complicit,2,NA,NA,NA,NA,1709.928,3.5,6,2.109130679417479,3.4925586400920547,122,0,NA,NA,NA,72,72,72,72,72,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3794,Bramble Queen,2,2,2,4,0,1659.636,3.5,5,2.131476727714581,6.346446266489815,123.5,0,NA,NA,12.595327019051348,23,23,23,23,23,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3795,Allure Fortune,1,NA,NA,NA,NA,1408.176,3,6,1.7485463407079849,9.42410822018754,119,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3796,Courted,1,1,7,2,0,1408.176,5,2,2.191980987214285,5.701615413950995,119,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3797,Imincomunicado,2,NA,NA,NA,NA,1257.3,5,7,2.1545251700640113,7.074948836391221,119,0,NA,NA,NA,51,51,51,51,51,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3798,Memories of Peter,3,NA,NA,NA,NA,1709.928,5,5,2.0049632371230603,5.27247932028618,122,0,NA,NA,-15.764967836237231,21,23,25,27,29,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3799,Violencia,1,NA,NA,NA,NA,1207.008,2,2,1.9493269274089216,8.314552289099607,120,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3800,Seven X Tippet,1,NA,NA,NA,NA,1609.344,10,NA,1.9783460407324427,8.02602179857865,120,0,NA,NA,44.58844477304945,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3801,Curlin's Knight,3,3,1,7,0,1776.984,2.3333333333333335,6,1.8952044683905065,4.6614125600442735,124.66666666666667,0,NA,NA,NA,21,24.25,27.5,30.75,34,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3802,Cobble Hill,4,6,8,4,2,1433.3220000000001,6.75,3.3333333333333335,2.2303550083164274,6.465938716536004,120.5,0,NA,NA,NA,7,14,21,31,41,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3803,Rare Gift,1,NA,NA,NA,NA,1207.008,7,11,2.338328535150795,6.8045891775149006,121,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3804,Princess Fawzia,1,1,8,9,0,1609.344,1,6,2.064834515921406,8.354122935992402,119,0,NA,NA,31.523736792214425,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3805,Melisande,2,NA,NA,NA,NA,1458.468,6.5,3.5,1.9647704330799085,5.557629687106106,119,0,NA,NA,25.46019570606149,39,39,39,39,39,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3806,Gyoza,2,NA,NA,NA,NA,1257.3000000000002,5,6,3.570976618751797,5.46407353351249,120,0,NA,NA,NA,20,20,20,20,20,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3807,Soulmate,2,2,4,9,0,1659.636,6,3.5,1.87375060539551,9.025998273837963,120,0,NA,NA,49.053661524119896,55,55,55,55,55,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3808,Spanish Point,1,NA,NA,NA,NA,1106.424,1,8,2.2636727727064327,4.517996139456841,119,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3809,Kemba,3,5,7,6,2,1307.592,5.666666666666667,3.3333333333333335,2.209336951646362,4.263565881250649,119,0,NA,NA,NA,27,27.5,28,28.5,29,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3810,Little Farina,2,NA,NA,NA,NA,1156.716,5.5,4,1.875635583614061,7.169546604231607,119.5,0,NA,NA,NA,42,42,42,42,42,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3811,Dream'n Demon,3,NA,NA,NA,NA,1475.232,3.3333333333333335,6.666666666666667,1.6178928050021246,8.414420273437877,120,0,NA,NA,NA,25,25.25,25.5,25.75,26,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3812,Oso Negro,3,NA,NA,NA,NA,1776.984,5,6,1.9249806561255414,6.969905554446907,118.66666666666667,0,NA,NA,NA,28,33.25,38.5,43.75,49,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3813,Dealin' Stelen,3,NA,NA,NA,NA,1508.76,8.333333333333334,4.5,2.0333977296986205,9.423497426013634,117.33333333333333,0,NA,NA,NA,18,19.75,21.5,23.25,25,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3814,Bucked Tooth,1,NA,NA,NA,NA,1207.008,4,2,1.7059764930653245,8.61437430348158,120,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3815,Adriatic Holiday,2,NA,NA,NA,NA,1508.76,5.5,8,2.1553905892104117,6.153247516336458,119,0,NA,NA,18.69482939458102,65,65,65,65,65,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3816,Leading Factor,1,NA,NA,NA,NA,1207.008,6,6,1.6362791949437725,1.5102369933539577,119,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3817,Tizme Bobby McGee,1,NA,NA,NA,NA,1207.008,9,3,2.209870180322499,4.155836063043911,119,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3818,Swamp Rat,4,NA,NA,NA,NA,1584.198,3.75,3.6666666666666665,1.9733401355694615,4.309443952037569,118.5,0,NA,NA,9.508236790790553,15,19,23,28.5,34,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3819,The Big S,3,3,1,6,0,1374.648,6.666666666666667,5,2.75691418757138,6.504798510269183,118.66666666666667,0,NA,NA,NA,27,29,31,33,35,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3820,Imperial Hint,2,NA,NA,NA,NA,1207.008,1,3,2.090363975878677,6.23294405674671,123.5,0,NA,NA,NA,63,63,63,63,63,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3821,Brown Buckeye,1,NA,NA,NA,NA,1207.008,3,3,2.291396673775957,4.279047293482801,124,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3822,Princesa Caroline,1,NA,NA,NA,NA,1709.928,1,5,2.319095590301815,7.5913401534947536,119,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3823,Laughable,3,NA,NA,NA,NA,1709.928,3.6666666666666665,4,1.969280214832419,5.975841793314245,119,0,NA,NA,NA,26,26.25,26.5,26.75,27,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3824,Boxer Rebellion,2,NA,NA,NA,NA,1709.928,3.5,4.5,2.240810855790704,5.092238922616345,119,0,NA,NA,NA,27,27,27,27,27,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3825,Our Little Jewel,3,NA,NA,NA,NA,1508.76,4.666666666666667,6.666666666666667,2.1754947082101865,4.794348864858301,119,0,NA,NA,NA,23,24,25,26,27,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3826,Bramble Berry,1,NA,NA,NA,NA,1709.928,6,9,2.219500480840695,6.099519032922691,119,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3827,Cove Bay,1,NA,NA,NA,NA,1709.928,7,4,1.7170542229271966,7.860844663560275,119,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3828,Leah Chase,1,NA,NA,NA,NA,1709.928,8,1,1.933468993026812,6.408679073454015,119,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3829,Mandatory,2,NA,NA,NA,NA,1458.468,4,5.5,1.9896290065176894,7.62632308609482,119,0,NA,NA,NA,28,28,28,28,28,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3830,Ethos,1,NA,NA,NA,NA,1207.008,8,2,2.1233110895555924,6.621609773716228,119,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3831,Beachwalker,2,2,NA,3,0,1458.468,7,3,2.100450092484315,4.932971618201214,119,0,NA,NA,NA,29,29,29,29,29,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3832,Wow Cat (CHI),3,NA,NA,NA,NA,1810.512,2.6666666666666665,2,1.6894923864444307,6.406643781277111,121.66666666666667,0,NA,NA,NA,34,34.25,34.5,34.75,35,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3833,Structor,2,NA,NA,NA,NA,1709.928,1,1,1.905925863302644,8.964179812468238,119.5,0,NA,NA,NA,28,28,28,28,28,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3834,Andesite,2,NA,NA,NA,NA,1709.928,2.5,6,2.0485869547372113,6.48754390098989,121,0,NA,NA,NA,31,31,31,31,31,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3835,Our Country,4,4,6,2,0,1709.928,3,4.333333333333333,2.4593829396024485,4.3961692119488145,120,0,NA,NA,NA,21,23,25,28,31,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3836,No Word,2,3,4,5,1,1709.928,3,3,1.210567881627259,7.369157376163656,119.5,0,NA,NA,NA,28,28,28,28,28,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3837,No Lime,4,4,9,10,0,1508.76,6,4.333333333333333,2.021190359854158,7.683285266919566,120.25,0,NA,NA,10.44435538198681,28,28,28,32,36,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3838,The Gray Blur,1,NA,NA,NA,NA,1709.928,8,NA,1.9804247321136728,9.079104403361953,120,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3839,Olympic Village,2,NA,NA,NA,NA,1709.9279999999999,3,5,2.1609003675523635,5.90693769796005,121,0,NA,NA,NA,43,43,43,43,43,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3840,Going for Gold,3,NA,NA,NA,NA,1374.6480000000001,5.333333333333333,4,1.885500930335326,5.961922649226209,119.33333333333333,0,NA,NA,34.52401118689789,28,28,28,28,28,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3841,Border Town,1,NA,NA,NA,NA,1609.344,5,9,1.915492358431239,6.34185466176086,120,0,NA,NA,25.05010277392902,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3842,Motataabeq,2,NA,NA,NA,NA,1709.9279999999999,6,5,2.225513501051898,3.8819733319181697,120,0,NA,NA,20.882511908538987,26,26,26,26,26,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3843,Odin's Steed,1,NA,NA,NA,NA,1207.008,7,NA,1.9134468271227676,8.098170094466543,124,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3844,Paynter Fest,1,NA,NA,NA,NA,1709.928,5,1,3.506128261716281,2.843173676203432,115,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3845,Tallestofthetall,1,NA,NA,NA,NA,1408.176,5,6,2.2055278302620933,7.265247168244542,121,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3846,She's So Shea D,1,NA,NA,NA,NA,1307.592,6,NA,2.488868609725432,5.251670011719945,120,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3847,Bonus Points,2,NA,NA,NA,NA,1709.928,3.5,4,1.9696269886132303,6.958128333613677,123.5,0,NA,NA,NA,1,7.25,13.5,19.75,26,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3848,Selflessly,2,NA,NA,NA,NA,1408.176,1.5,7.5,3.3709905943282013,5.75568182366078,118.5,0,NA,NA,NA,32,32,32,32,32,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3849,Crystalle,3,3,4,1,0,1709.928,2,6.666666666666667,2.19415659046912,5.216186388832561,119.66666666666667,0,NA,NA,NA,25,26.5,28,29.5,31,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3850,Jazzique (IRE),2,NA,NA,NA,NA,1408.176,2,7,2.0755525580449508,7.167666831486835,119.5,0,NA,NA,NA,32,32,32,32,32,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3851,Ava K's Girl,2,2,7,6,0,1408.176,4.5,2,2.324352496297794,7.203752738579954,119.5,0,NA,NA,NA,37,37,37,37,37,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3852,Renninas Rose,2,NA,NA,NA,NA,1458.4679999999998,8.5,6.5,4.253199545163785,3.8254165635337483,114,0,NA,NA,NA,55,55,55,55,55,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3853,Bongga,2,NA,NA,NA,NA,1257.3,4,6,1.8321785234978085,3.2805724828784504,119,0,NA,NA,NA,31,31,31,31,31,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3854,Tempus,1,NA,NA,NA,NA,1408.176,2,NA,2.1028550911300092,6.482452160003629,119,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3855,Kobe,5,NA,NA,NA,NA,1367.9424,5.6,4,2.0731200930474687,6.358047564159829,119,0,NA,NA,NA,9,11.25,16.5,27.5,47,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3856,Strong Legacy,2,NA,NA,NA,NA,1257.3,8,10,1.5779542671623077,6.807497675794159,119.5,0,NA,NA,NA,62,62,62,62,62,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3857,Frammento,4,NA,NA,NA,NA,1584.1979999999999,3.25,4.333333333333333,1.678324217616762,5.005403794570556,115.75,0,NA,NA,NA,23,28,33,35,37,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3858,Scholar Athlete,1,NA,NA,NA,NA,1709.928,4,3,1.612052292112209,5.688306629012343,124,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3859,John Jones,1,NA,NA,NA,NA,1709.928,6,7,1.7974986053504254,5.230978574234557,119,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3860,Paradise Pride,1,NA,NA,NA,NA,1307.592,3,1,0.5990548261426369,8.401168132557647,119,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3861,Runaway Star,1,NA,NA,NA,NA,1307.592,6,7,2.1539863014536933,8.44052809087691,120,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3862,Silky Blue,1,4,7,9,3,1207.008,2,6,2.184220241346246,4.847599058790239,119,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3863,Always Forgiven,2,NA,NA,NA,NA,1508.76,3.5,4.5,2.7203612401087187,8.017351793622463,120.5,0,NA,NA,-21.5470419657078,32,32,32,32,32,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3864,Aquariva,2,NA,NA,NA,NA,1156.716,7.5,6.5,2.1244882962793405,7.6145477556114605,119,1,2019-10-03,NA,NA,64,64,64,64,64,Belmont,Racing,Main Track,Pulled up and vanned off as precaution,64,NA,2019-10-03,2019-07-31,No,1207.008,1,After The Race,TRUE,TRUE
3865,High North,1,NA,NA,NA,NA,1709.928,4,6,2.0859614684200403,7.763777752102198,122,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3866,Cryptographer,2,NA,NA,NA,NA,1257.3000000000002,3,6.5,2.090815157079101,4.159372081908875,119,0,NA,NA,NA,36,36,36,36,36,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3867,My Father's Eyes,2,NA,NA,NA,NA,1207.008,7.5,3.5,2.122158428730189,4.068375790912124,119,0,NA,NA,NA,34,34,34,34,34,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3868,Pistoleiro,1,NA,NA,NA,NA,1307.592,6,6,1.9787069409377331,5.056620436037296,121,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3869,Street Trust,2,NA,NA,NA,NA,1709.9279999999999,1.5,2.5,1.4621506224821088,7.394868422379947,124,0,NA,NA,19.39139071556652,32,32,32,32,32,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3870,Gorgeous Charli,2,NA,NA,NA,NA,1207.008,4.5,5.5,1.8051371574623625,6.177194604213794,122.5,0,NA,NA,NA,47,47,47,47,47,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3871,Katama Moonlight,2,NA,NA,NA,NA,1508.76,4,5,2.336681100703292,4.582172455881351,119.5,0,NA,NA,38.37174825499603,51,51,51,51,51,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3872,Perpetrate,2,3,2,3,1,1508.7600000000002,4,3,2.456171769306649,5.098481292824591,119,0,NA,NA,NA,57,57,57,57,57,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3873,Jade's Dream,1,1,6,4,0,1709.928,8,9,1.948644138463638,6.6940055377252055,119,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3874,Destiny's Charge,1,NA,NA,NA,NA,1709.928,9,11,1.7626252341750104,8.492394063324777,119,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3875,Driftwood,3,NA,NA,NA,NA,1609.344,8,6.666666666666667,1.8705680702031942,8.198016180245913,119,0,NA,NA,NA,21,28,35,42,49,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3876,Carters Got Sass,1,NA,NA,NA,NA,1106.424,5,3,2.1285867608425093,4.305711809360537,114,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3877,Pacquiao,2,NA,NA,NA,NA,1156.716,6.5,4.5,2.5595386586690907,5.607869730793887,119,0,NA,NA,NA,1,5.5,10,14.5,19,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3878,Here Comes Jackie,2,NA,NA,NA,NA,1659.636,2.5,1.5,1.6328451280501903,9.35980703028126,119,0,NA,NA,3.239927912382131,34,34,34,34,34,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3879,All Quality,3,NA,NA,NA,NA,1642.872,5,5,2.183010413308731,4.581285616434279,118.66666666666667,0,NA,NA,16.118560264996166,13,20.75,28.5,36.25,44,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3880,Highland Glory,2,NA,NA,NA,NA,1408.176,3,5.5,2.0301858900380774,6.313953519438238,119,0,NA,NA,NA,41,41,41,41,41,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3881,Moonlit Fantasy,1,NA,NA,NA,NA,1609.344,6,4,1.958778517501281,5.411910345597209,119,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3882,Shekky Shebaz,3,3,3,4,0,1139.952,1.3333333333333333,3,2.183194533106546,6.969715123364947,121.33333333333333,0,NA,NA,NA,34,34.5,35,35.5,36,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3883,Hawkish,1,1,3,2,0,1207.008,7,4,1.8808119698677543,7.945940359575948,126,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
3884,Sonneman,3,3,2,1,0,1374.648,3.666666666666667,7.5,2.1426547894504333,5.005755606979013,119,0,NA,NA,80.47271799716354,35,35,35,35,35,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
